タイトル,価格,在庫状況,詳細URL
Lies and Other Acts of Love,Â£45.14,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html
Daredevils,Â£16.34,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/daredevils_590/index.html
11/22/63,Â£48.48,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/112263_583/index.html
The Shack,Â£28.03,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-shack_576/index.html
The High Mountains of Portugal,Â£51.15,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html
Miller's Valley,Â£58.54,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/millers-valley_534/index.html
Hystopia: A Novel,Â£21.96,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html
The Bourne Identity (Jason Bourne #1),Â£42.78,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html
Sister Dear,Â£40.20,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/sister-dear_485/index.html
Memoirs of a Geisha,Â£49.67,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html
Me Before You (Me Before You #1),Â£19.02,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html
Deception Point,Â£40.32,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/deception-point_426/index.html
The Little Paris Bookshop,Â£24.73,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html
The Firm,Â£45.56,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-firm_404/index.html
The Expatriates,Â£44.58,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-expatriates_401/index.html
Siddhartha,Â£34.22,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/siddhartha_393/index.html
Last One Home (New Beginnings #1),Â£59.98,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html
Digital Fortress,Â£58.00,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/digital-fortress_369/index.html
Atlas Shrugged,Â£26.58,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html
Three-Martini Lunch,Â£23.21,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html
The Nightingale,Â£26.26,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-nightingale_267/index.html
The Infinities,Â£27.41,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-infinities_257/index.html
The Husband's Secret,Â£52.51,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html
The Da Vinci Code (Robert Langdon #2),Â£22.96,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html
The Art of Fielding,Â£22.10,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html
Lila (Gilead #3),Â£12.47,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html
Jurassic Park (Jurassic Park #1),Â£44.97,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html
Inferno (Robert Langdon #4),Â£41.00,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html
Crazy Rich Asians (Crazy Rich Asians #1),Â£49.13,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html
Big Little Lies,Â£22.11,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/big-little-lies_129/index.html
The Course of Love,Â£16.78,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-course-of-love_109/index.html
When I'm Gone,Â£51.96,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/when-im-gone_95/index.html
The Silent Wife,Â£12.34,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-silent-wife_83/index.html
The Bette Davis Club,Â£30.66,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-bette-davis-club_59/index.html
Kitchens of the Great Midwest,Â£57.20,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html
Bright Lines,Â£39.07,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/bright-lines_11/index.html
