タイトル,価格,在庫状況,詳細URL
An Abundance of Katherines,Â£10.00,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Â£24.17,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html
Walk the Edge (Thunder Road #2),Â£32.36,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/walk-the-edge-thunder-road-2_300/index.html
Two Boys Kissing,Â£32.74,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/two-boys-kissing_294/index.html
The New Guy (and Other Senior Year Distractions),Â£44.92,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-new-guy-and-other-senior-year-distractions_266/index.html
"The Land of 10,000 Madonnas",Â£29.64,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html
Scarlet (The Lunar Chronicles #2),Â£14.57,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html
Legend (Legend #1),Â£43.69,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/legend-legend-1_184/index.html
Lady Renegades (Rebel Belle #3),Â£53.04,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html
Golden (Heart of Dread #3),Â£42.21,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html
Cinder (The Lunar Chronicles #1),Â£26.09,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html
Boy Meets Boy,Â£21.12,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html
Annie on My Mind,Â£36.83,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html
New Moon (Twilight #2),Â£12.86,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html
Girl Online On Tour (Girl Online #2),Â£53.47,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html
The Haters,Â£27.89,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-haters_67/index.html
The Art of Not Breathing,Â£40.83,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-art-of-not-breathing_58/index.html
